4,"[1, 4, 7, 7, 4, 1]"
5,"[1, 4, 9, 16, 26, 36, 25, 3]"
6,"[1, 4, 10, 21, 42, 83, 142, 191, 167, 44, 10, 4, 1]"
7,"[1, 4, 10, 23, 50, 108, 223, 424, 684, 935, 1016, 900, 502, 142, 17, 1]"
